FILETYPE=RAMAN SPECTRUM
DATETIME=2025-07-28 12:44:21
CCD=Artemis
CCDMODEL=Atik428EX
LASER=532
TEMPERATURE=0
IT=4000ms
BINNING_START=761
BINNING_LENGTH=10
MODEL=XperRAM-S
SPECTROMETER=XPE200
GRATING=1800
STARTFROM=-50
RSRANGE=726.503234371725
SPECTRATAKEN=1
DISPLAYMODE=LATEST
TYPE=RamanShift
XUNITS=1/cm
LEN=1931
XYDATA=
-468.195,790
-466.532,717
-464.869,806
-463.206,694
-461.544,750
-459.882,704
-458.220,743
-456.558,714
-454.897,726
-453.236,759
-451.575,738
-449.915,714
-448.255,815
-446.595,799
-444.935,728
-443.276,756
-441.617,810
-439.958,746
-438.299,811
-436.641,766
-434.983,807
-433.326,797
-431.668,770
-430.011,816
-428.354,809
-426.698,759
-425.042,787
-423.386,922
-421.730,613
-420.074,821
-418.419,841
-416.764,878
-415.110,1308
-413.456,2043
-411.802,2077
-410.148,1354
-408.494,945
-406.841,901
-405.188,934
-403.536,770
-401.883,734
-400.231,812
-398.579,808
-396.928,795
-395.277,739
-393.626,867
-391.975,812
-390.325,788
-388.674,815
-387.025,810
-385.375,846
-383.726,742
-382.077,722
-380.428,720
-378.780,891
-377.131,760
-375.484,870
-373.836,821
-372.189,943
-370.542,852
-368.895,769
-367.248,759
-365.602,862
-363.956,772
-362.311,819
-360.665,916
-359.020,916
-357.375,853
-355.731,927
-354.087,959
-352.443,1067
-350.799,1342
-349.156,1889
-347.512,2068
-345.870,2036
-344.227,2383
-342.585,2547
-340.943,2103
-339.301,1764
-337.660,1570
-336.018,1427
-334.378,1306
-332.737,1152
-331.097,1231
-329.457,1175
-327.817,1069
-326.177,1093
-324.538,962
-322.899,1023
-321.261,1162
-319.622,1074
-317.984,1194
-316.346,1357
-314.709,1353
-313.072,1462
-311.435,1104
-309.798,1111
-308.161,1007
-306.525,972
-304.889,1182
-303.254,991
-301.619,1093
-299.984,1018
-298.349,1050
-296.714,891
-295.080,1013
-293.446,1041
-291.813,1038
-290.180,1093
-288.546,1017
-286.914,1095
-285.281,1070
-283.649,1056
-282.017,884
-280.385,975
-278.754,956
-277.123,1107
-275.492,905
-273.862,1074
-272.231,1022
-270.602,1049
-268.972,1041
-267.342,1165
-265.713,1056
-264.085,1005
-262.456,1000
-260.828,1113
-259.200,1088
-257.572,1092
-255.945,1103
-254.317,1062
-252.691,1012
-251.064,1097
-249.438,1028
-247.812,1008
-246.186,1027
-244.560,1161
-242.935,1019
-241.310,927
-239.686,1126
-238.061,987
-236.437,1100
-234.814,1107
-233.190,1051
-231.567,1149
-229.944,1089
-228.321,1207
-226.699,1256
-225.077,1147
-223.455,966
-221.833,1096
-220.212,1032
-218.591,1054
-216.970,965
-215.350,1021
-213.730,1013
-212.110,1166
-210.491,1141
-208.871,1006
-207.252,1131
-205.634,1206
-204.015,1233
-202.397,1231
-200.779,1038
-199.161,1191
-197.544,1106
-195.927,1188
-194.310,1180
-192.694,1372
-191.078,1243
-189.462,1296
-187.846,1234
-186.231,1143
-184.616,1246
-183.001,1319
-181.386,1275
-179.772,1328
-178.158,1281
-176.545,1376
-174.931,1428
-173.318,1381
-171.705,1349
-170.093,1633
-168.480,1466
-166.869,1403
-165.257,1282
-163.645,1212
-162.034,1172
-160.423,1185
-158.813,1228
-157.203,1322
-155.593,1321
-153.983,1160
-152.373,1091
-150.764,1390
-149.155,1193
-147.547,1397
-145.938,1313
-144.330,1255
-142.723,1363
-141.115,1354
-139.508,1398
-137.901,1346
-136.294,1294
-134.688,1400
-133.082,1452
-131.476,1732
-129.871,1332
-128.266,1558
-126.661,1589
-125.056,1498
-123.452,1570
-121.848,1599
-120.244,1974
-118.640,1892
-117.037,1654
-115.434,1694
-113.831,1987
-112.229,2351
-110.627,2257
-109.025,2640
-107.423,2378
-105.822,2512
-104.221,2976
-102.620,2898
-101.020,3187
-99.420,3229
-97.820,2905
-96.220,2186
-94.621,3070
-93.022,2582
-91.423,3107
-89.825,3457
-88.227,3263
-86.629,3691
-85.031,3969
-83.434,3801
-81.837,3080
-80.240,3248
-78.644,3622
-77.047,2532
-75.452,2787
-73.856,3014
-72.261,2940
-70.665,3118
-69.071,3074
-67.476,2385
-65.882,2201
-64.288,2214
-62.694,2554
-61.101,3045
-59.508,2276
-57.915,2674
-56.323,2666
-54.730,2615
-53.138,2548
-51.547,2165
-49.955,2450
-48.364,2942
-46.773,2615
-45.183,2302
-43.592,2438
-42.002,2684
-40.413,2803
-38.823,3174
-37.234,2758
-35.645,3071
-34.057,3960
-32.468,3923
-30.880,4200
-29.293,4993
-27.705,3790
-26.118,4767
-24.531,5693
-22.945,5160
-21.358,6654
-19.772,4942
-18.186,7578
-16.601,9179
-15.016,8198
-13.431,10378
-11.846,12370
-10.262,15224
-8.678,23962
-7.094,26031
-5.511,50662
-3.927,65535
-2.344,65535
-0.762,65535
0.821,65535
2.403,65535
3.984,65535
5.566,65535
7.147,61808
8.728,40061
10.309,25406
11.889,18815
13.469,13380
