FILETYPE=RAMAN SPECTRUM
DATETIME=2025-07-28 12:31:01
CCD=Artemis
CCDMODEL=Atik428EX
LASER=532
TEMPERATURE=0
IT=4000ms
BINNING_START=761
BINNING_LENGTH=10
MODEL=XperRAM-S
SPECTROMETER=XPE200
GRATING=1800
STARTFROM=-50
RSRANGE=726.503234371725
SPECTRATAKEN=1
DISPLAYMODE=LATEST
TYPE=RamanShift
XUNITS=1/cm
LEN=1931
XYDATA=
-468.195,720
-466.532,677
-464.869,756
-463.206,710
-461.544,708
-459.882,652
-458.220,663
-456.558,734
-454.897,676
-453.236,781
-451.575,724
-449.915,742
-448.255,701
-446.595,733
-444.935,748
-443.276,788
-441.617,838
-439.958,798
-438.299,699
-436.641,744
-434.983,747
-433.326,699
-431.668,690
-430.011,786
-428.354,643
-426.698,663
-425.042,715
-423.386,702
-421.730,731
-420.074,749
-418.419,771
-416.764,726
-415.110,818
-413.456,699
-411.802,733
-410.148,728
-408.494,777
-406.841,717
-405.188,714
-403.536,978
-401.883,1200
-400.231,1348
-398.579,1090
-396.928,821
-395.277,935
-393.626,865
-391.975,810
-390.325,826
-388.674,757
-387.025,800
-385.375,800
-383.726,842
-382.077,792
-380.428,790
-378.780,743
-377.131,988
-375.484,1458
-373.836,1071
-372.189,955
-370.542,814
-368.895,939
-367.248,833
-365.602,720
-363.956,786
-362.311,795
-360.665,802
-359.020,726
-357.375,821
-355.731,817
-354.087,841
-352.443,855
-350.799,810
-349.156,807
-347.512,766
-345.870,848
-344.227,799
-342.585,885
-340.943,703
-339.301,760
-337.660,800
-336.018,737
-334.378,786
-332.737,864
-331.097,793
-329.457,875
-327.817,719
-326.177,937
-324.538,866
-322.899,791
-321.261,890
-319.622,842
-317.984,858
-316.346,807
-314.709,803
-313.072,842
-311.435,816
-309.798,797
-308.161,867
-306.525,844
-304.889,878
-303.254,841
-301.619,733
-299.984,800
-298.349,856
-296.714,805
-295.080,783
-293.446,749
-291.813,844
-290.180,941
-288.546,861
-286.914,963
-285.281,1010
-283.649,802
-282.017,834
-280.385,817
-278.754,742
-277.123,925
-275.492,1035
-273.862,846
-272.231,826
-270.602,907
-268.972,855
-267.342,935
-265.713,900
-264.085,921
-262.456,1062
-260.828,835
-259.200,952
-257.572,790
-255.945,915
-254.317,824
-252.691,803
-251.064,1015
-249.438,850
-247.812,865
-246.186,941
-244.560,903
-242.935,946
-241.310,918
-239.686,939
-238.061,936
-236.437,883
-234.814,941
-233.190,959
-231.567,895
-229.944,987
-228.321,1118
-226.699,917
-225.077,950
-223.455,993
-221.833,1113
-220.212,927
-218.591,915
-216.970,1012
-215.350,894
-213.730,854
-212.110,958
-210.491,904
-208.871,952
-207.252,919
-205.634,1026
-204.015,946
-202.397,972
-200.779,936
-199.161,1047
-197.544,1017
-195.927,971
-194.310,1013
-192.694,936
-191.078,962
-189.462,1036
-187.846,1085
-186.231,1031
-184.616,1134
-183.001,1070
-181.386,1147
-179.772,1150
-178.158,1206
-176.545,1168
-174.931,1350
-173.318,1123
-171.705,1323
-170.093,1117
-168.480,1187
-166.869,1139
-165.257,921
-163.645,927
-162.034,1117
-160.423,1054
-158.813,1186
-157.203,1105
-155.593,974
-153.983,1055
-152.373,1065
-150.764,1024
-149.155,1025
-147.547,1242
-145.938,1025
-144.330,1168
-142.723,1255
-141.115,1104
-139.508,1148
-137.901,1160
-136.294,1275
-134.688,1067
-133.082,1574
-131.476,1550
-129.871,1333
-128.266,1342
-126.661,1263
-125.056,1383
-123.452,1308
-121.848,1317
-120.244,1428
-118.640,1391
-117.037,1334
-115.434,1243
-113.831,1499
-112.229,1484
-110.627,1508
-109.025,1503
-107.423,1582
-105.822,1558
-104.221,1590
-102.620,1597
-101.020,1598
-99.420,1887
-97.820,1791
-96.220,1720
-94.621,2444
-93.022,1966
-91.423,2703
-89.825,1981
-88.227,1985
-86.629,2291
-85.031,1993
-83.434,2067
-81.837,2194
-80.240,2614
-78.644,2442
-77.047,2130
-75.452,2686
-73.856,2999
-72.261,2028
-70.665,1796
-69.071,1832
-67.476,1830
-65.882,2098
-64.288,2046
-62.694,1915
-61.101,1853
-59.508,1787
-57.915,2377
-56.323,2220
-54.730,2084
-53.138,2000
-51.547,1983
-49.955,2284
-48.364,2125
-46.773,2160
-45.183,2087
-43.592,1913
-42.002,2288
-40.413,2345
-38.823,1780
-37.234,2325
-35.645,2142
-34.057,2322
-32.468,2617
-30.880,2606
-29.293,3835
-27.705,3459
-26.118,3330
-24.531,3853
-22.945,3754
-21.358,3876
-19.772,3735
-18.186,4877
-16.601,6945
-15.016,5336
-13.431,6639
-11.846,9394
-10.262,9796
-8.678,13721
-7.094,18369
-5.511,31074
-3.927,65535
-2.344,65535
-0.762,65535
0.821,65535
2.403,65535
3.984,65535
5.566,65535
7.147,42649
8.728,27707
10.309,13584
11.889,11250
13.469,10628
15.049,8184
16.629,6159
18.208,6763
19.787,5387
21.366,4829
22.944,4846
24.522,5060
26.100,3732
27.678,3668
29.255,3474
30.832,2800
32.409,3803
33.985,3401
35.561,3094
37.137,2809
38.713,2698
40.288,2693
41.863,2378
43.438,2935
45.012,2084
46.586,2080
48.160,2259
49.734,1966
51.307,1982
52.880,2149
54.453,2152
56.025,1863
57.598,2358
59.170,2056
60.741,2589
62.313,1855
63.884,2112
65.454,2478
67.025,1778
68.595,1648
70.165,1959
71.735,2088
73.304,2174
74.873,2330
76.442,1945
78.010,2435
79.579,2171
81.147,2237
82.714,2091
84.282,1926
85.849,2029
87.416,2045
88.982,2522
90.548,2112
92.114,2185
93.680,1818
95.245,2210
96.811,1908
98.375,1871
99.940,1895
101.504,1672
103.068,1950
104.632,1712
106.195,1593
107.758,1653
109.321,1632
110.884,1892
112.446,1631
114.008,1638
115.570,1776
117.131,1514
118.693,1506
120.253,1482
121.814,1378
123.374,1383
124.934,1585
126.494,1344
128.054,1184
129.613,1094
131.172,1414
132.730,1498
134.289,1276
135.847,1298
137.404,1316
138.962,1250
140.519,1369
142.076,1243
143.633,1180
145.189,1360
146.745,1025
148.301,1279
149.856,1287
151.412,1145
152.966,1202
154.521,1136
156.075,1332
157.630,1189
159.183,1198
160.737,1127
162.290,1246
163.843,983
165.396,1157
166.948,1234
168.500,1129
170.052,1040
171.604,1053
173.155,1149
174.706,1209
176.256,1146
177.807,1268
179.357,1123
180.907,1294
182.456,1371
184.006,1317
185.555,1078
187.103,1048
188.652,1186
190.200,1128
191.748,1008
193.295,1179
194.843,1153
196.390,1046
197.936,1083
199.483,1123
201.029,1021
202.575,1124
204.120,1054
205.666,1077
207.211,1062
208.755,979
210.300,1040
211.844,1099
213.388,1060
214.931,962
216.475,1002
218.018,982
219.560,994
221.103,965
222.645,980
224.187,1048
225.729,1026
227.270,1072
228.811,1000
230.352,1111
231.892,1070
233.432,1029
234.972,1116
236.512,1002
238.051,1078
239.590,942
241.129,958
242.668,1111
244.206,998
245.744,1037
247.281,997
248.819,855
250.356,1038
251.893,1040
253.429,1001
254.965,954
256.501,1073
258.037,924
259.572,984
261.108,968
262.642,931
264.177,943
265.711,967
267.245,878
268.779,959
270.312,1001
271.845,987
273.378,916
274.911,1075
276.443,899
277.975,934
279.507,1030
281.038,1076
282.569,1019
284.100,942
285.630,1027
287.161,954
288.691,1115
290.220,915
291.750,801
293.279,1002
294.808,915
296.336,1098
297.865,948
299.393,1007
300.920,943
302.448,953
303.975,922
305.502,1018
307.029,918
308.555,987
310.081,1036
311.607,1066
313.132,995
314.657,1013
316.182,1010
317.707,927
319.231,883
320.755,1022
322.279,880
323.802,904
325.325,802
326.848,978
328.371,1017
329.893,980
331.415,910
332.937,987
334.459,963
335.980,929
337.501,1004
339.021,1076
340.542,804
342.062,911
343.581,938
345.101,962
346.620,963
348.139,1000
349.658,966
351.176,981
352.694,942
354.212,957
355.729,834
357.247,941
358.764,961
360.280,1031
361.797,1120
363.313,965
364.829,927
366.344,895
367.859,947
369.374,918
370.889,959
372.403,1018
373.917,1015
375.431,970
376.945,1152
378.458,1220
379.971,1406
381.484,2091
382.996,3785
384.508,2985
386.020,1389
387.532,994
389.043,928
390.554,914
392.065,940
393.575,942
395.085,1113
396.595,946
398.104,962
399.614,1126
401.123,1142
402.631,1272
404.140,1337
405.648,1851
407.156,3480
408.663,5575
410.171,3384
411.678,1738
413.184,1091
414.691,1010
416.197,992
417.703,1072
419.209,1001
420.714,1040
422.219,1056
423.724,1070
425.228,948
426.732,1012
428.236,971
429.740,1039
431.243,971
432.746,991
434.249,1014
435.751,1050
437.253,1035
438.755,998
440.257,1066
441.758,1128
443.259,1148
444.760,1068
446.261,1156
447.761,995
449.261,1138
450.760,1050
452.260,1225
453.759,1185
455.257,1074
456.756,1095
458.254,1070
459.752,1072
461.250,1024
462.747,1036
464.244,943
465.741,1030
467.237,973
468.734,999
470.230,870
471.725,983
473.221,876
474.716,842
476.211,896
477.705,912
479.199,976
480.693,903
482.187,836
483.680,934
485.173,926
486.666,907
488.159,905
489.651,943
491.143,947
492.635,970
494.126,993
495.617,910
497.108,1047
498.598,885
500.089,938
501.579,876
503.068,995
504.558,954
506.047,906
507.536,986
509.024,932
510.513,1056
512.001,814
513.488,929
514.976,898
516.463,983
517.950,978
519.436,959
520.923,982
522.409,912
523.894,916
525.380,936
526.865,908
528.350,980
529.834,1048
531.319,890
532.803,838
534.286,921
535.770,926
537.253,937
538.736,964
540.218,963
541.701,880
543.183,966
544.664,998
546.146,862
547.627,1002
549.108,916
550.589,948
552.069,900
553.549,839
555.029,895
556.508,958
557.987,931
559.466,897
560.945,1004
562.423,914
563.901,1085
565.379,986
566.857,979
568.334,945
569.811,1010
571.287,1104
572.764,924
574.240,928
575.715,982
577.191,897
578.666,892
580.141,867
581.616,900
583.090,1023
584.564,967
586.038,1060
587.511,970
588.985,1014
590.458,1014
591.930,909
593.403,999
594.875,1035
596.347,989
597.818,1021
599.289,976
600.760,950
602.231,995
603.701,924
605.171,932
606.641,876
608.111,860
609.580,949
611.049,1057
612.518,921
613.986,932
615.454,901
616.922,883
618.390,888
619.857,919
621.324,1024
622.791,968
624.257,952
625.723,892
627.189,967
628.654,886
630.120,966
631.585,960
633.049,867
634.514,917
635.978,894
637.442,1010
638.905,864
640.369,1036
641.832,916
643.294,913
644.757,819
646.219,813
647.681,845
649.142,947
650.604,914
652.065,971
653.526,990
654.986,890
656.446,849
657.906,918
659.366,971
660.825,906
662.284,984
663.743,887
665.201,902
666.659,854
668.117,998
669.575,924
671.032,845
672.489,878
673.946,938
675.403,916
676.859,943
678.315,967
679.770,918
681.226,890
682.681,928
684.135,897
685.590,907
687.044,899
688.498,825
689.952,921
691.405,991
692.858,928
694.311,948
695.763,968
697.216,897
698.668,865
700.119,870
701.571,891
703.022,861
704.472,859
705.923,920
707.373,940
708.823,917
710.273,974
711.722,939
713.171,937
714.620,862
716.069,813
717.517,898
