FILETYPE=CHANNEL DATA (ARRAY)
TYPE=RamanShift
LASER=532nm
LEN=546
CCD=Artemis
IT=1000ms
DATETIME=2025-07-28 12:53:15
XAREA=Min:-7.5, Max:7.5, Step:0.75, Count:21
YAREA=Min:-10, Max:10, Step:0.8, Count:26
ZAREA=
MAPAREA=YX
CHCOUNT=4
CHNO=0
CHTYPE=PeakHeight
CHPEAKLABEL=E1_height
CHPEAKCENTER=351
CHPEAKWIDTH=2
CHPEAKBACKGROUND=0
CHTHRESHOLD=0
CHNO=1
CHTYPE=PeakHeight
CHPEAKLABEL=A_heigt
CHPEAKCENTER=419.5
CHPEAKWIDTH=2
CHPEAKBACKGROUND=0
CHTHRESHOLD=0
CHNO=2
CHTYPE=PeakWidth
CHPEAKLABEL=E_freq
CHPEAKCENTER=351
CHPEAKWIDTH=3
CHPEAKBACKGROUND=0
CHTHRESHOLD=0
CHNO=3
CHTYPE=PeakWidth
CHPEAKLABEL=A_freq
CHPEAKCENTER=419.5
CHPEAKWIDTH=3
CHPEAKBACKGROUND=0
CHTHRESHOLD=0
MAPARRAY=
X,Y,Z,CHNO=0,CHNO=1,CHNO=2,CHNO=3,
-1.5,-2,0,2625,1057,351.176,420.714
-0.75,-2,0,3340,1155,351.176,420.714
0,-2,0,2664,887,351.176,420.714
0.75,-2,0,1049,521,351.176,420.714
1.5,-2,0,576,515,351.176,420.714
2.25,-2,0,521,484,351.176,419.209
3,-2,0,503,484,348.139,420.714
3.75,-2,0,561,512,351.176,417.703
4.5,-2,0,485,522,348.139,420.714
5.25,-2,0,517,471,349.658,420.714
6,-2,0,559,560,351.176,417.703
6.75,-2,0,489,483,348.139,420.714
7.5,-2,0,526,558,348.139,417.703
-7.5,-1.2,0,2610,851,351.176,420.714
-6.75,-1.2,0,2406,866,351.176,420.714
-6,-1.2,0,2560,833,351.176,420.714
-5.25,-1.2,0,2566,971,351.176,420.714
-4.5,-1.2,0,2602,816,351.176,420.714
-3.75,-1.2,0,2483,822,351.176,420.714
-3,-1.2,0,2283,873,351.176,420.714
-2.25,-1.2,0,2531,918,351.176,420.714
-1.5,-1.2,0,2918,1276,351.176,420.714
-0.75,-1.2,0,2703,864,351.176,420.714
0,-1.2,0,1138,549,351.176,420.714
0.75,-1.2,0,688,501,351.176,419.209
1.5,-1.2,0,469,538,348.139,417.703
2.25,-1.2,0,494,519,351.176,419.209
3,-1.2,0,474,530,348.139,419.209
3.75,-1.2,0,503,484,348.139,420.714
4.5,-1.2,0,478,485,348.139,420.714
5.25,-1.2,0,507,503,348.139,420.714
6,-1.2,0,500,500,348.139,417.703
6.75,-1.2,0,513,535,348.139,419.209
7.5,-1.2,0,518,473,348.139,417.703
-7.5,-0.4,0,2644,816,351.176,420.714
-6.75,-0.4,0,2347,810,351.176,420.714
-6,-0.4,0,2452,814,351.176,420.714
-5.25,-0.4,0,2419,742,351.176,420.714
-4.5,-0.4,0,2534,779,351.176,420.714
-3.75,-0.4,0,2361,801,351.176,420.714
-3,-0.4,0,2847,1043,351.176,420.714
-2.25,-0.4,0,2885,1196,351.176,420.714
-1.5,-0.4,0,3741,1740,351.176,420.714
-0.75,-0.4,0,2961,1218,351.176,420.714
0,-0.4,0,1374,675,351.176,420.714
0.75,-0.4,0,629,565,351.176,419.209
1.5,-0.4,0,478,530,348.139,417.703
2.25,-0.4,0,557,502,351.176,419.209
3,-0.4,0,483,515,351.176,417.703
3.75,-0.4,0,550,443,349.658,420.714
4.5,-0.4,0,522,536,351.176,419.209
5.25,-0.4,0,476,520,348.139,417.703
6,-0.4,0,582,487,351.176,417.703
6.75,-0.4,0,503,475,351.176,419.209
7.5,-0.4,0,495,475,351.176,417.703
-7.5,0.4,0,2432,928,351.176,420.714
-6.75,0.4,0,2405,786,351.176,420.714
-6,0.4,0,2442,694,351.176,420.714
-5.25,0.4,0,2174,728,351.176,420.714
-4.5,0.4,0,2539,798,351.176,420.714
-3.75,0.4,0,2887,1073,351.176,420.714
-3,0.4,0,4022,1546,351.176,420.714
-2.25,0.4,0,4582,2188,351.176,420.714
-1.5,0.4,0,3816,2042,351.176,420.714
-0.75,0.4,0,3539,2205,349.658,420.714
0,0.4,0,1848,821,351.176,420.714
0.75,0.4,0,736,468,351.176,420.714
1.5,0.4,0,520,521,349.658,419.209
2.25,0.4,0,577,520,351.176,417.703
3,0.4,0,568,521,351.176,417.703
3.75,0.4,0,536,493,351.176,419.209
4.5,0.4,0,518,514,348.139,417.703
5.25,0.4,0,465,487,348.139,419.209
6,0.4,0,509,512,349.658,417.703
6.75,0.4,0,482,543,348.139,417.703
7.5,0.4,0,502,458,349.658,420.714
-7.5,1.2,0,2430,806,351.176,420.714
-6.75,1.2,0,2368,739,351.176,420.714
-6,1.2,0,2233,775,351.176,420.714
-5.25,1.2,0,2304,773,351.176,420.714
-4.5,1.2,0,2436,835,351.176,420.714
-3.75,1.2,0,3685,1623,351.176,420.714
-3,1.2,0,4462,3070,351.176,419.209
-2.25,1.2,0,5015,2754,351.176,420.714
-1.5,1.2,0,3388,1811,351.176,420.714
-0.75,1.2,0,2787,1376,349.658,420.714
0,1.2,0,1261,533,351.176,420.714
0.75,1.2,0,595,525,351.176,417.703
1.5,1.2,0,542,488,349.658,419.209
2.25,1.2,0,559,466,351.176,419.209
3,1.2,0,526,513,348.139,420.714
3.75,1.2,0,535,511,351.176,419.209
4.5,1.2,0,481,506,351.176,419.209
5.25,1.2,0,511,576,351.176,417.703
6,1.2,0,479,505,351.176,420.714
6.75,1.2,0,506,462,348.139,420.714
7.5,1.2,0,553,519,351.176,420.714
-7.5,2,0,2268,701,351.176,420.714
-6.75,2,0,2262,794,351.176,420.714
-6,2,0,2293,899,351.176,420.714
-5.25,2,0,2476,894,351.176,420.714
-4.5,2,0,3308,1270,351.176,420.714
-3.75,2,0,3481,3143,351.176,419.209
-3,2,0,2832,3247,349.658,419.209
-2.25,2,0,2531,1438,351.176,420.714
-1.5,2,0,1607,700,351.176,420.714
-0.75,2,0,1104,562,351.176,420.714
0,2,0,676,452,351.176,420.714
0.75,2,0,601,492,349.658,417.703
1.5,2,0,494,486,349.658,420.714
2.25,2,0,517,534,348.139,419.209
3,2,0,498,482,348.139,417.703
3.75,2,0,573,495,351.176,420.714
4.5,2,0,522,457,351.176,420.714
5.25,2,0,555,507,349.658,419.209
6,2,0,539,500,349.658,420.714
6.75,2,0,486,532,349.658,419.209
7.5,2,0,525,483,349.658,419.209
-7.5,2.8,0,2533,912,351.176,420.714
-6.75,2.8,0,2514,862,351.176,420.714
-6,2.8,0,2809,1042,351.176,420.714
-5.25,2.8,0,3429,1334,351.176,420.714
-4.5,2.8,0,4654,2426,351.176,420.714
-3.75,2.8,0,4155,2759,349.658,420.714
-3,2.8,0,2821,1524,351.176,420.714
-2.25,2.8,0,1193,599,351.176,420.714
-1.5,2.8,0,698,452,351.176,420.714
-0.75,2.8,0,615,543,349.658,417.703
0,2.8,0,516,536,348.139,419.209
0.75,2.8,0,487,466,351.176,417.703
1.5,2.8,0,468,494,348.139,420.714
2.25,2.8,0,548,436,349.658,420.714
3,2.8,0,475,527,348.139,420.714
3.75,2.8,0,540,500,351.176,419.209
4.5,2.8,0,564,466,351.176,420.714
5.25,2.8,0,550,553,349.658,419.209
6,2.8,0,565,564,348.139,419.209
6.75,2.8,0,546,530,351.176,420.714
7.5,2.8,0,494,536,348.139,417.703
-7.5,3.6,0,3321,1037,351.176,420.714
-6.75,3.6,0,4151,1292,351.176,420.714
-6,3.6,0,4569,1534,351.176,420.714
-5.25,3.6,0,5258,2149,351.176,420.714
-4.5,3.6,0,5424,1908,351.176,420.714
-3.75,3.6,0,2728,799,351.176,420.714
-3,3.6,0,1024,561,351.176,420.714
-2.25,3.6,0,680,508,351.176,417.703
-1.5,3.6,0,531,471,349.658,420.714
-0.75,3.6,0,551,539,351.176,417.703
0,3.6,0,520,528,351.176,419.209
0.75,3.6,0,476,531,348.139,419.209
1.5,3.6,0,521,499,351.176,420.714
2.25,3.6,0,546,517,351.176,419.209
3,3.6,0,565,520,351.176,419.209
3.75,3.6,0,537,502,351.176,417.703
4.5,3.6,0,518,567,348.139,419.209
5.25,3.6,0,547,530,351.176,419.209
6,3.6,0,472,428,348.139,420.714
6.75,3.6,0,501,458,348.139,417.703
7.5,3.6,0,531,526,351.176,419.209
-7.5,4.4,0,5326,1850,351.176,420.714
-6.75,4.4,0,5765,2060,351.176,420.714
-6,4.4,0,5710,2324,351.176,420.714
-5.25,4.4,0,6011,2562,351.176,420.714
-4.5,4.4,0,5244,1846,351.176,420.714
-3.75,4.4,0,1825,614,351.176,420.714
-3,4.4,0,682,488,351.176,417.703
-2.25,4.4,0,505,506,348.139,417.703
-1.5,4.4,0,558,526,349.658,420.714
-0.75,4.4,0,563,522,349.658,417.703
0,4.4,0,516,489,349.658,420.714
0.75,4.4,0,505,498,351.176,419.209
1.5,4.4,0,516,486,348.139,420.714
2.25,4.4,0,508,455,348.139,420.714
3,4.4,0,555,564,348.139,419.209
3.75,4.4,0,512,480,348.139,417.703
4.5,4.4,0,429,486,348.139,417.703
5.25,4.4,0,492,503,348.139,419.209
6,4.4,0,512,486,349.658,417.703
6.75,4.4,0,586,505,349.658,417.703
7.5,4.4,0,516,504,351.176,420.714
-7.5,5.2,0,5727,2216,351.176,420.714
-6.75,5.2,0,6117,2172,351.176,420.714
-6,5.2,0,5847,2490,351.176,420.714
-5.25,5.2,0,5655,2755,351.176,420.714
-4.5,5.2,0,4391,1781,351.176,420.714
-3.75,5.2,0,1536,632,351.176,420.714
-3,5.2,0,656,533,349.658,417.703
-2.25,5.2,0,616,605,351.176,420.714
-1.5,5.2,0,573,505,349.658,417.703
-0.75,5.2,0,555,505,349.658,420.714
0,5.2,0,593,544,351.176,417.703
0.75,5.2,0,558,526,348.139,420.714
1.5,5.2,0,553,559,351.176,417.703
2.25,5.2,0,572,566,348.139,419.209
3,5.2,0,585,512,351.176,417.703
3.75,5.2,0,630,534,351.176,420.714
4.5,5.2,0,578,509,348.139,420.714
5.25,5.2,0,511,523,348.139,417.703
6,5.2,0,521,551,348.139,420.714
6.75,5.2,0,521,534,348.139,419.209
7.5,5.2,0,503,505,348.139,420.714
-7.5,6,0,5954,2316,351.176,420.714
-6.75,6,0,5761,2340,351.176,420.714
-6,6,0,5856,2795,351.176,420.714
-5.25,6,0,5405,2307,351.176,420.714
-4.5,6,0,2903,886,351.176,420.714
-3.75,6,0,1005,568,351.176,420.714
-3,6,0,801,570,349.658,420.714
-2.25,6,0,653,583,348.139,420.714
-1.5,6,0,583,556,351.176,417.703
-0.75,6,0,572,505,351.176,419.209
0,6,0,535,568,348.139,417.703
0.75,6,0,577,552,348.139,417.703
1.5,6,0,528,584,348.139,417.703
2.25,6,0,670,540,349.658,420.714
3,6,0,1139,629,349.658,420.714
3.75,6,0,1647,866,351.176,420.714
4.5,6,0,1127,657,351.176,420.714
5.25,6,0,635,540,349.658,420.714
6,6,0,546,528,349.658,419.209
6.75,6,0,534,600,348.139,419.209
7.5,6,0,551,471,349.658,420.714
-7.5,6.8,0,6025,2604,351.176,420.714
-6.75,6.8,0,5948,2494,351.176,420.714
-6,6.8,0,5566,2750,349.658,420.714
-5.25,6.8,0,4154,1185,351.176,420.714
-4.5,6.8,0,1445,613,351.176,420.714
-3.75,6.8,0,872,633,351.176,419.209
-3,6.8,0,1555,1262,351.176,419.209
-2.25,6.8,0,1111,652,351.176,420.714
-1.5,6.8,0,638,526,351.176,420.714
-0.75,6.8,0,540,502,349.658,420.714
0,6.8,0,552,495,348.139,420.714
0.75,6.8,0,587,600,351.176,417.703
1.5,6.8,0,669,548,349.658,417.703
2.25,6.8,0,784,594,351.176,420.714
3,6.8,0,1721,1359,349.658,419.209
3.75,6.8,0,2646,2371,349.658,419.209
4.5,6.8,0,2037,1470,351.176,420.714
5.25,6.8,0,830,578,351.176,420.714
6,6.8,0,644,558,349.658,417.703
6.75,6.8,0,543,529,348.139,417.703
7.5,6.8,0,558,552,351.176,420.714
-7.5,7.6,0,5836,2402,351.176,420.714
-6.75,7.6,0,6030,2812,351.176,420.714
-6,7.6,0,4862,1728,351.176,420.714
-5.25,7.6,0,1964,634,351.176,420.714
-4.5,7.6,0,799,575,351.176,419.209
-3.75,7.6,0,616,592,349.658,419.209
-3,7.6,0,968,599,351.176,420.714
-2.25,7.6,0,743,540,351.176,420.714
-1.5,7.6,0,565,545,351.176,417.703
-0.75,7.6,0,528,529,349.658,419.209
0,7.6,0,543,548,349.658,417.703
0.75,7.6,0,590,522,349.658,420.714
1.5,7.6,0,600,546,348.139,419.209
2.25,7.6,0,672,596,351.176,419.209
3,7.6,0,1052,657,349.658,419.209
3.75,7.6,0,1696,883,349.658,420.714
4.5,7.6,0,1508,910,351.176,420.714
5.25,7.6,0,820,600,349.658,419.209
6,7.6,0,596,582,351.176,419.209
6.75,7.6,0,568,546,349.658,419.209
7.5,7.6,0,579,544,348.139,417.703
-7.5,8.4,0,5557,3108,351.176,420.714
-6.75,8.4,0,5706,2640,351.176,420.714
-6,8.4,0,3201,976,351.176,420.714
-5.25,8.4,0,1015,566,351.176,420.714
-4.5,8.4,0,595,495,348.139,420.714
-3.75,8.4,0,534,528,349.658,417.703
-3,8.4,0,628,531,351.176,417.703
-2.25,8.4,0,526,604,348.139,419.209
-1.5,8.4,0,562,530,349.658,420.714
-0.75,8.4,0,561,522,351.176,419.209
0,8.4,0,584,560,349.658,420.714
0.75,8.4,0,559,518,349.658,419.209
1.5,8.4,0,571,530,351.176,417.703
2.25,8.4,0,590,589,351.176,419.209
3,8.4,0,630,542,351.176,420.714
3.75,8.4,0,673,567,349.658,419.209
4.5,8.4,0,704,554,351.176,419.209
5.25,8.4,0,602,517,349.658,417.703
6,8.4,0,495,476,348.139,417.703
6.75,8.4,0,534,514,351.176,419.209
7.5,8.4,0,541,606,348.139,419.209
-7.5,9.2,0,5529,2930,351.176,420.714
-6.75,9.2,0,3787,1419,349.658,420.714
-6,9.2,0,1279,574,351.176,420.714
-5.25,9.2,0,573,575,348.139,417.703
-4.5,9.2,0,542,555,351.176,419.209
-3.75,9.2,0,589,532,349.658,420.714
